student_id,cohort_year,gender,race_ethnicity,first_generation,pell_eligible,program_code,retention_probability,risk_score,risk_band,actual_returned_year_2
S101051,2021,Female,Hispanic/Latino,No,No,ENG,0.9659,0.0341,Low,1
S101052,2022,Female,Asian,Yes,Yes,NUR,0.7154,0.2846,Moderate,1
S101053,2023,Female,Asian,No,No,COM,0.7564,0.2436,Moderate,1
S101054,2020,Female,Asian,No,No,ENG,0.8661,0.1339,Low,1
S101055,2023,Male,White,Yes,No,SOC,0.8676,0.1324,Low,1
S101056,2021,Female,Hispanic/Latino,No,No,PSY,0.8359,0.1641,Low,1
S101057,2023,Male,Asian,No,Yes,SOC,0.7925,0.2075,Moderate,0
S101058,2021,Male,White,No,Yes,ENG,0.878,0.122,Low,1
S101059,2021,Female,Black/African American,No,No,POL,0.7983,0.2017,Moderate,1
S101060,2023,Male,White,Yes,No,NUR,0.8206,0.1794,Low,1
S101061,2022,Female,White,Yes,No,NUR,0.8302,0.1698,Low,1
S101062,2020,Male,Black/African American,No,Yes,BIO,0.9219,0.0781,Low,1
S101063,2022,Female,White,No,Yes,SOC,0.8676,0.1324,Low,1
S101064,2023,Male,White,No,No,ENG,0.8362,0.1638,Low,1
S101065,2021,Male,White,No,No,COM,0.8504,0.1496,Low,1
S101066,2023,Male,Black/African American,No,No,BUS,0.7001,0.2999,Moderate,1
S101067,2022,Female,White,Yes,Yes,PSY,0.8135,0.1865,Low,1
S101068,2021,Male,Hispanic/Latino,No,No,PSY,0.8637,0.1363,Low,1
S101069,2020,Female,Asian,No,No,POL,0.8304,0.1696,Low,1
S101070,2022,Male,Hispanic/Latino,No,No,NUR,0.7841,0.2159,Moderate,1
S101071,2020,Female,Two or More Races,Yes,No,SOC,0.7421,0.2579,Moderate,0
S101072,2023,Female,Asian,No,No,PSY,0.6936,0.3064,Moderate,1
S101073,2022,Female,White,No,No,EDU,0.788,0.212,Moderate,1
S101074,2021,Female,Two or More Races,No,No,BIO,0.8731,0.1269,Low,1
S101075,2020,Female,Hispanic/Latino,No,No,BUS,0.5808,0.4192,Elevated,0
S101076,2022,Male,White,No,No,COM,0.6671,0.3329,Moderate,1
S101077,2020,Female,White,No,Yes,NUR,0.6701,0.3299,Moderate,1
S101078,2021,Male,Hispanic/Latino,No,No,NUR,0.8603,0.1397,Low,1
S101079,2023,Female,White,No,No,POL,0.7543,0.2457,Moderate,1
S101080,2023,Male,Hispanic/Latino,No,Yes,BIO,0.8186,0.1814,Low,1
S101081,2023,Male,White,Yes,No,POL,0.7415,0.2585,Moderate,1
S101082,2023,Female,Hispanic/Latino,No,Yes,PSY,0.8499,0.1501,Low,1
S101083,2022,Male,White,No,No,BIO,0.7218,0.2782,Moderate,0
S101084,2020,Male,Black/African American,No,No,CS,0.8354,0.1646,Low,1
S101085,2023,Male,White,No,Yes,BIO,0.8676,0.1324,Low,1
S101086,2023,Female,White,No,Yes,POL,0.85,0.15,Low,1
S101087,2023,Female,White,No,Yes,COM,0.638,0.362,Moderate,0
S101088,2022,Male,White,No,Yes,EDU,0.85,0.15,Low,1
S101089,2020,Female,Hispanic/Latino,No,Yes,BUS,0.9262,0.0738,Low,1
S101090,2022,Male,Hispanic/Latino,Yes,No,BIO,0.8235,0.1765,Low,1
S101091,2021,Female,White,No,Yes,ENG,0.8417,0.1583,Low,1
S101092,2023,Male,Black/African American,No,No,CS,0.6661,0.3339,Moderate,0
S101093,2021,Female,White,Yes,Yes,POL,0.7908,0.2092,Moderate,1
S101094,2021,Female,White,No,Yes,EDU,0.8408,0.1592,Low,1
S101095,2020,Nonbinary,Asian,No,Yes,BIO,0.8805,0.1195,Low,1
S101096,2023,Male,Hispanic/Latino,No,Yes,CS,0.8499,0.1501,Low,1
S101097,2023,Male,Hispanic/Latino,No,Yes,EDU,0.6007,0.3993,Moderate,0
S101098,2020,Male,White,No,Yes,CS,0.8299,0.1701,Low,1
S101099,2021,Female,White,No,No,ENG,0.7853,0.2147,Moderate,1
S101100,2021,Female,Hispanic/Latino,No,No,EDU,0.8411,0.1589,Low,1
S101101,2021,Female,White,Yes,Yes,BIO,0.6354,0.3646,Moderate,0
S101102,2023,Female,White,No,Yes,BUS,0.5806,0.4194,Elevated,0
S101103,2020,Female,International,Yes,No,CS,0.7085,0.2915,Moderate,1
S101104,2021,Male,Hispanic/Latino,Yes,No,BIO,0.9114,0.0886,Low,1
S101105,2020,Female,White,No,Yes,ENG,0.8186,0.1814,Low,1
S101106,2020,Female,White,Yes,No,SOC,0.7098,0.2902,Moderate,0
S101107,2023,Female,Asian,No,No,EDU,0.9219,0.0781,Low,1
S101108,2023,Female,White,No,No,EDU,0.8805,0.1195,Low,1
S101109,2020,Female,White,No,No,ENG,0.7613,0.2387,Moderate,1
S101110,2022,Male,White,No,No,SOC,0.85,0.15,Low,1
S101111,2020,Female,Asian,No,No,POL,0.8206,0.1794,Low,1
S101112,2020,Male,Hispanic/Latino,No,No,EDU,0.8603,0.1397,Low,1
S101113,2021,Male,White,No,No,NUR,0.8474,0.1526,Low,1
S101114,2020,Male,White,No,No,BIO,0.9219,0.0781,Low,1
S101115,2021,Male,Hispanic/Latino,Yes,No,POL,0.9415,0.0585,Low,1
S101116,2023,Female,Hispanic/Latino,Yes,Yes,BUS,0.8557,0.1443,Low,1
S101117,2022,Female,Hispanic/Latino,No,No,ENG,0.878,0.122,Low,1
S101118,2022,Female,White,Yes,No,COM,0.7111,0.2889,Moderate,1
S101119,2021,Male,Asian,No,No,PSY,0.9524,0.0476,Low,1
S101120,2020,Male,Two or More Races,No,Yes,EDU,0.9219,0.0781,Low,1
S101121,2020,Female,Hispanic/Latino,No,No,BUS,0.709,0.291,Moderate,1
S101122,2021,Female,White,No,Yes,BIO,0.8089,0.1911,Low,1
S101123,2020,Male,Hispanic/Latino,No,No,BIO,0.8504,0.1496,Low,1
S101124,2023,Male,White,Yes,No,NUR,0.6211,0.3789,Moderate,0
S101125,2023,Female,White,No,No,CS,0.9962,0.0038,Low,1
S101126,2023,Male,White,No,No,CS,0.9467,0.0533,Low,1
S101127,2022,Male,Black/African American,No,Yes,POL,0.7656,0.2344,Moderate,0
S101128,2022,Male,White,No,Yes,CS,0.6333,0.3667,Moderate,0
S101129,2022,Female,Black/African American,No,No,EDU,0.788,0.212,Moderate,1
S101130,2021,Female,Hispanic/Latino,Yes,Yes,BUS,0.7343,0.2657,Moderate,1
S101131,2022,Male,Hispanic/Latino,No,No,BUS,0.7841,0.2159,Moderate,1
S101132,2023,Male,White,No,No,PSY,0.8451,0.1549,Low,1
S101133,2023,Female,Hispanic/Latino,Yes,Yes,PSY,0.787,0.213,Moderate,1
S101134,2022,Male,White,No,No,POL,0.8235,0.1765,Low,1
S101135,2020,Female,White,Yes,No,CS,0.678,0.322,Moderate,0
S101136,2022,Male,White,Yes,No,CS,0.9395,0.0605,Low,1
S101137,2021,Female,White,Yes,No,SOC,0.8805,0.1195,Low,1
S101138,2022,Male,Hispanic/Latino,No,No,SOC,0.7934,0.2066,Moderate,1
S101139,2022,Female,White,Yes,No,EDU,0.7474,0.2526,Moderate,1
S101140,2023,Female,White,Yes,Yes,CS,0.7197,0.2803,Moderate,1
S101141,2021,Female,International,No,Yes,BIO,0.9621,0.0379,Low,1
S101142,2023,Male,White,No,No,BUS,0.8676,0.1324,Low,1
S101143,2023,Female,White,Yes,Yes,BUS,0.787,0.213,Moderate,0
S101144,2021,Female,White,Yes,No,SOC,0.7538,0.2462,Moderate,1
S101145,2021,Male,White,No,No,NUR,0.8157,0.1843,Low,0
S101146,2022,Female,Hispanic/Latino,No,No,CS,0.6261,0.3739,Moderate,0
S101147,2023,Female,White,No,No,ENG,0.9029,0.0971,Low,1
S101148,2022,Female,White,Yes,Yes,ENG,0.9114,0.0886,Low,1
S101149,2023,Male,Hispanic/Latino,No,Yes,BUS,0.8579,0.1421,Low,1
S101150,2021,Female,White,No,No,ENG,0.8355,0.1645,Low,1
S101151,2022,Female,Two or More Races,Yes,No,BIO,0.6354,0.3646,Moderate,1
S101152,2021,Female,International,Yes,No,PSY,0.6724,0.3276,Moderate,0
S101153,2023,Female,White,No,Yes,SOC,0.9029,0.0971,Low,1
S101154,2021,Female,White,No,No,CS,0.8805,0.1195,Low,1
S101155,2022,Female,White,Yes,No,CS,0.649,0.351,Moderate,0
S101156,2020,Female,White,No,No,BUS,0.8223,0.1777,Low,1
S101157,2023,Female,White,No,Yes,POL,0.8186,0.1814,Low,1
S101158,2021,Male,Hispanic/Latino,No,No,ENG,0.8411,0.1589,Low,1
S101159,2021,Female,White,Yes,No,EDU,0.87,0.13,Low,1
S101160,2022,Female,White,No,No,CS,0.6724,0.3276,Moderate,0
S101161,2021,Male,White,No,Yes,BIO,0.9114,0.0886,Low,1
S101162,2023,Male,Unknown,No,No,BIO,0.7162,0.2838,Moderate,1
S101163,2022,Male,Two or More Races,No,No,BUS,0.622,0.378,Moderate,1
S101164,2022,Female,White,No,No,SOC,0.7832,0.2168,Moderate,1
S101165,2020,Female,Hispanic/Latino,No,No,ENG,0.9013,0.0987,Low,1
S101166,2020,Female,White,No,Yes,PSY,0.7564,0.2436,Moderate,1
S101167,2021,Female,Hispanic/Latino,No,No,EDU,0.9114,0.0886,Low,1
S101168,2023,Female,Hispanic/Latino,No,No,NUR,0.8613,0.1387,Low,1
S101169,2023,Female,Black/African American,No,No,CS,0.8676,0.1324,Low,1
S101170,2022,Female,White,No,No,CS,0.7208,0.2792,Moderate,1
S101171,2022,Male,White,No,No,POL,0.7929,0.2071,Moderate,1
S101172,2021,Female,International,Yes,Yes,EDU,0.8499,0.1501,Low,1
S101173,2020,Female,White,Yes,No,EDU,0.9415,0.0585,Low,1
S101174,2020,Male,White,No,No,BIO,0.787,0.213,Moderate,1
S101175,2021,Male,Asian,No,Yes,ENG,0.8436,0.1564,Low,1
S101176,2021,Female,Asian,No,No,POL,0.9467,0.0533,Low,1
S101177,2020,Female,Hispanic/Latino,No,Yes,BUS,0.7098,0.2902,Moderate,1
S101178,2021,Female,Asian,No,No,COM,0.8805,0.1195,Low,1
S101179,2020,Female,Hispanic/Latino,Yes,No,PSY,0.7934,0.2066,Moderate,1
S101180,2022,Male,White,Yes,No,EDU,0.5982,0.4018,Elevated,0
S101181,2023,Female,Hispanic/Latino,Yes,No,CS,0.8235,0.1765,Low,1
S101182,2022,Female,Asian,Yes,Yes,EDU,0.7108,0.2892,Moderate,1
S101183,2021,Female,Black/African American,No,No,BIO,0.85,0.15,Low,1
S101184,2021,Female,White,No,No,SOC,0.867,0.133,Low,1
S101185,2021,Female,White,Yes,Yes,SOC,0.87,0.13,Low,1
S101186,2020,Female,Asian,No,Yes,COM,0.7832,0.2168,Moderate,1
S101187,2022,Male,White,No,No,CS,0.7538,0.2462,Moderate,1
S101188,2022,Male,White,No,No,NUR,0.8249,0.1751,Low,1
S101189,2020,Female,Asian,No,Yes,BIO,0.9322,0.0678,Low,1
S101190,2021,Female,Hispanic/Latino,Yes,Yes,PSY,0.715,0.285,Moderate,1
S101191,2021,Male,White,No,No,EDU,0.8499,0.1501,Low,1
S101192,2020,Female,White,Yes,No,POL,0.8299,0.1701,Low,1
S101193,2022,Female,White,Yes,No,COM,0.7935,0.2065,Moderate,1
S101194,2022,Male,Asian,Yes,No,POL,0.87,0.13,Low,1
S101195,2022,Female,White,No,No,NUR,0.8299,0.1701,Low,1
S101196,2022,Female,White,Yes,Yes,EDU,0.85,0.15,Low,1
S101197,2023,Female,White,No,No,ENG,0.8676,0.1324,Low,1
S101198,2023,Female,White,Yes,No,NUR,0.816,0.184,Low,0
S101199,2022,Female,White,Yes,No,COM,0.788,0.212,Moderate,0
S101200,2023,Male,White,No,No,POL,0.9114,0.0886,Low,1
S101201,2021,Female,Hispanic/Latino,No,No,CS,0.8316,0.1684,Low,1
S101202,2023,Female,White,Yes,No,BIO,0.8241,0.1759,Low,1
S101203,2023,Male,White,No,Yes,PSY,0.9207,0.0793,Low,1
S101204,2022,Female,White,Yes,Yes,COM,0.7645,0.2355,Moderate,1
S101205,2023,Female,White,No,No,COM,0.758,0.242,Moderate,1
S101206,2022,Female,White,Yes,No,BIO,0.8249,0.1751,Low,1
S101207,2022,Male,White,No,Yes,COM,0.7613,0.2387,Moderate,1
S101208,2021,Female,White,No,No,EDU,0.7349,0.2651,Moderate,0
S101209,2023,Male,White,Yes,No,BUS,0.7773,0.2227,Moderate,1
S101210,2022,Male,Asian,Yes,No,PSY,0.7517,0.2483,Moderate,1
S101211,2023,Male,White,No,No,BIO,0.8241,0.1759,Low,1
S101212,2021,Nonbinary,Asian,No,Yes,EDU,0.8676,0.1324,Low,1
S101213,2023,Male,Asian,No,No,COM,0.7107,0.2893,Moderate,0
S101214,2020,Male,White,No,No,ENG,0.8637,0.1363,Low,1
S101215,2020,Male,White,Yes,No,BIO,0.8605,0.1395,Low,1
S101216,2022,Male,White,No,No,CS,0.6237,0.3763,Moderate,0
S101217,2022,Male,White,Yes,Yes,POL,0.9676,0.0324,Low,1
S101218,2023,Male,Hispanic/Latino,No,Yes,POL,0.7613,0.2387,Moderate,0
S101219,2021,Female,White,Yes,Yes,NUR,0.8451,0.1549,Low,1
S101220,2022,Male,Asian,No,No,CS,0.6261,0.3739,Moderate,0
S101221,2022,Female,White,Yes,No,EDU,0.8499,0.1501,Low,1
S101222,2023,Male,Asian,No,No,BIO,0.8661,0.1339,Low,1
S101223,2022,Female,Asian,No,No,POL,0.7467,0.2533,Moderate,1
S101224,2021,Male,Hispanic/Latino,No,Yes,CS,0.9262,0.0738,Low,1
S101225,2023,Male,Two or More Races,No,No,PSY,0.7056,0.2944,Moderate,0
S101226,2020,Male,Unknown,No,No,POL,0.8316,0.1684,Low,1
S101227,2023,Female,White,No,Yes,COM,0.7635,0.2365,Moderate,0
S101228,2020,Male,White,Yes,No,BUS,0.6686,0.3314,Moderate,0
S101229,2021,Male,White,No,No,NUR,0.8306,0.1694,Low,1
S101230,2023,Male,White,No,No,POL,0.7509,0.2491,Moderate,1
S101231,2022,Male,Hispanic/Latino,No,Yes,COM,0.9207,0.0793,Low,1
S101232,2023,Female,White,No,No,SOC,0.878,0.122,Low,1
S101233,2022,Female,White,No,No,POL,0.7179,0.2821,Moderate,0
S101234,2022,Female,Asian,No,No,EDU,0.87,0.13,Low,1
S101235,2021,Male,White,No,Yes,POL,0.9829,0.0171,Low,1
S101236,2020,Female,Hispanic/Latino,No,Yes,POL,0.9415,0.0585,Low,1
S101237,2020,Male,White,No,No,CS,0.788,0.212,Moderate,1
S101238,2021,Male,Asian,No,No,COM,0.87,0.13,Low,1
S101239,2020,Female,Hispanic/Latino,No,Yes,SOC,0.8362,0.1638,Low,1
S101240,2022,Female,White,No,No,POL,0.87,0.13,Low,1
S101241,2023,Female,Hispanic/Latino,No,Yes,SOC,0.8138,0.1862,Low,1
S101242,2023,Male,White,No,No,SOC,0.7475,0.2525,Moderate,1
S101243,2021,Female,Asian,No,No,PSY,0.7781,0.2219,Moderate,1
S101244,2023,Female,Hispanic/Latino,No,No,CS,0.8676,0.1324,Low,1
S101245,2023,Male,White,No,No,SOC,0.7983,0.2017,Moderate,1
S101246,2023,Female,Hispanic/Latino,No,No,NUR,0.8068,0.1932,Low,1
S101247,2021,Male,Black/African American,No,No,NUR,0.8494,0.1506,Low,1
S101248,2021,Female,Asian,Yes,Yes,EDU,0.7179,0.2821,Moderate,0
S101249,2023,Female,Hispanic/Latino,No,No,POL,0.792,0.208,Moderate,1
S101250,2020,Female,Asian,No,No,CS,0.8206,0.1794,Low,1
S101251,2021,Female,White,No,No,SOC,0.7992,0.2008,Moderate,1
S101252,2020,Female,Asian,No,No,PSY,0.8235,0.1765,Low,1
S101253,2023,Male,Asian,Yes,Yes,ENG,0.9054,0.0946,Low,1
S101254,2022,Female,White,No,Yes,POL,0.8676,0.1324,Low,1
S101255,2020,Female,White,No,No,PSY,0.8805,0.1195,Low,1
S101256,2020,Female,White,No,No,SOC,0.8032,0.1968,Low,1
S101257,2022,Female,White,No,Yes,POL,0.9322,0.0678,Low,0
S101258,2022,Male,White,Yes,Yes,EDU,0.8605,0.1395,Low,1
S101259,2023,Female,White,No,Yes,BUS,0.6906,0.3094,Moderate,0
S101260,2021,Male,Hispanic/Latino,No,No,POL,0.8249,0.1751,Low,1
S101261,2023,Female,White,No,Yes,CS,0.9809,0.0191,Low,1
S101262,2021,Female,White,Yes,No,BIO,0.787,0.213,Moderate,1
S101263,2023,Female,Hispanic/Latino,No,Yes,CS,0.6041,0.3959,Moderate,0
S101264,2020,Female,White,No,No,CS,0.6418,0.3582,Moderate,0
S101265,2020,Male,White,No,No,PSY,0.6037,0.3963,Moderate,0
S101266,2020,Female,Asian,No,Yes,COM,0.8608,0.1392,Low,1
S101267,2021,Female,International,No,No,NUR,0.8299,0.1701,Low,1
S101268,2023,Male,Hispanic/Latino,No,No,COM,0.7022,0.2978,Moderate,1
S101269,2020,Male,White,No,No,BIO,0.649,0.351,Moderate,0
S101270,2021,Male,White,No,No,EDU,0.8676,0.1324,Low,1
S101271,2020,Male,International,No,No,POL,0.9427,0.0573,Low,1
S101272,2023,Male,Hispanic/Latino,No,Yes,CS,0.8436,0.1564,Low,1
S101273,2022,Male,Asian,No,No,SOC,0.8499,0.1501,Low,1
S101274,2023,Male,Hispanic/Latino,No,No,PSY,0.85,0.15,Low,1
S101275,2022,Female,White,No,No,SOC,0.9219,0.0781,Low,1
S101276,2022,Male,White,No,Yes,ENG,0.8805,0.1195,Low,1
S101277,2023,Female,Asian,No,Yes,ENG,0.7022,0.2978,Moderate,0
S101278,2020,Male,Black/African American,Yes,Yes,NUR,0.8223,0.1777,Low,1
S101279,2023,Male,White,No,Yes,COM,0.6661,0.3339,Moderate,0
S101280,2022,Female,Hispanic/Latino,No,No,EDU,0.8104,0.1896,Low,1
S101281,2022,Male,White,No,No,ENG,0.8805,0.1195,Low,1
S101282,2021,Male,Two or More Races,No,Yes,NUR,0.8436,0.1564,Low,1
S101283,2023,Female,White,Yes,Yes,COM,0.7929,0.2071,Moderate,1
S101284,2021,Female,Asian,No,Yes,COM,0.9427,0.0573,Low,1
S101285,2020,Male,White,No,Yes,SOC,0.956,0.044,Low,1
S101286,2023,Male,Hispanic/Latino,No,No,POL,0.8462,0.1538,Low,1
S101287,2020,Female,Hispanic/Latino,Yes,Yes,BIO,0.9146,0.0854,Low,1
S101288,2020,Female,White,Yes,No,BIO,0.789,0.211,Moderate,1
S101289,2022,Male,Asian,No,No,POL,0.7983,0.2017,Moderate,0
S101290,2020,Female,Black/African American,No,No,NUR,0.6455,0.3545,Moderate,0
S101291,2023,Female,Black/African American,No,No,POL,0.878,0.122,Low,1
S101292,2021,Female,White,Yes,No,NUR,0.8451,0.1549,Low,1
S101293,2020,Female,Asian,No,No,CS,0.8499,0.1501,Low,1
S101294,2023,Female,Hispanic/Latino,Yes,Yes,NUR,0.8613,0.1387,Low,1
S101295,2022,Male,Hispanic/Latino,No,No,POL,0.8605,0.1395,Low,1
S101296,2021,Male,White,Yes,Yes,ENG,0.834,0.166,Low,1
S101297,2022,Male,Hispanic/Latino,No,No,SOC,0.85,0.15,Low,1
S101298,2022,Female,White,Yes,No,BUS,0.8676,0.1324,Low,1
S101299,2020,Female,White,No,No,BUS,0.8852,0.1148,Low,1
S101300,2023,Female,White,No,Yes,ENG,0.8316,0.1684,Low,1
S101301,2021,Female,White,No,Yes,BUS,0.8249,0.1751,Low,1
S101302,2022,Female,White,Yes,Yes,ENG,0.87,0.13,Low,1
S101303,2023,Female,White,No,No,EDU,0.8235,0.1765,Low,1
S101304,2022,Female,Asian,No,No,CS,0.8194,0.1806,Low,1
S101305,2022,Female,Hispanic/Latino,Yes,No,EDU,0.8499,0.1501,Low,1
S101306,2021,Male,White,Yes,No,NUR,0.7925,0.2075,Moderate,1
S101307,2020,Male,Asian,No,Yes,BIO,0.9054,0.0946,Low,1
S101308,2021,Male,Black/African American,No,No,NUR,0.85,0.15,Low,1
S101309,2023,Male,Black/African American,No,No,CS,0.5577,0.4423,Elevated,0
S101310,2022,Female,Asian,Yes,No,PSY,0.9029,0.0971,Low,1
S101311,2021,Female,Unknown,No,No,ENG,0.7656,0.2344,Moderate,0
S101312,2023,Female,Hispanic/Latino,No,No,NUR,0.8032,0.1968,Low,1
S101313,2023,Female,International,No,Yes,CS,0.8032,0.1968,Low,1
S101314,2023,Female,Two or More Races,No,No,EDU,0.772,0.228,Moderate,1
S101315,2021,Female,White,No,No,BUS,0.8249,0.1751,Low,1
S101316,2022,Female,Black/African American,No,No,EDU,0.8157,0.1843,Low,1
S101317,2022,Female,Asian,No,Yes,BIO,0.788,0.212,Moderate,1
S101318,2021,Male,Asian,Yes,No,SOC,0.8474,0.1526,Low,1
S101319,2021,Male,Black/African American,No,No,SOC,0.85,0.15,Low,1
S101320,2020,Male,White,No,Yes,CS,0.7841,0.2159,Moderate,1
S101321,2021,Male,White,No,No,BUS,0.7475,0.2525,Moderate,1
S101322,2022,Female,Hispanic/Latino,No,No,PSY,0.792,0.208,Moderate,1
S101323,2023,Female,Asian,No,No,COM,0.8411,0.1589,Low,1
S101324,2023,Male,Black/African American,Yes,Yes,PSY,0.7329,0.2671,Moderate,1
S101325,2020,Female,Black/African American,No,No,COM,0.9676,0.0324,Low,1
S101326,2022,Female,Asian,No,No,SOC,0.8235,0.1765,Low,1
S101327,2020,Female,Two or More Races,No,No,POL,0.9467,0.0533,Low,1
S101328,2022,Male,White,No,No,PSY,0.9017,0.0983,Low,1
S101329,2021,Male,Two or More Races,Yes,No,POL,0.7049,0.2951,Moderate,0
S101330,2021,Female,White,Yes,No,BIO,0.8299,0.1701,Low,1
S101331,2022,Male,Hispanic/Latino,Yes,No,POL,0.87,0.13,Low,1
S101332,2021,Female,White,No,No,NUR,0.8676,0.1324,Low,1
S101333,2023,Female,Hispanic/Latino,No,No,ENG,0.7564,0.2436,Moderate,1
S101334,2022,Female,White,No,Yes,COM,0.8302,0.1698,Low,1
S101335,2023,Female,White,No,No,BUS,0.6511,0.3489,Moderate,0
S101336,2022,Male,Hispanic/Latino,No,Yes,CS,0.7715,0.2285,Moderate,0
S101337,2021,Female,Asian,No,No,BIO,0.8543,0.1457,Low,1
S101338,2023,Male,White,No,Yes,SOC,0.7564,0.2436,Moderate,1
S101339,2021,Female,Hispanic/Latino,No,No,CS,0.8504,0.1496,Low,1
S101340,2022,Male,White,Yes,No,NUR,0.6518,0.3482,Moderate,0
S101341,2020,Male,White,No,No,BUS,0.7662,0.2338,Moderate,1
S101342,2020,Male,White,No,No,BUS,0.9262,0.0738,Low,1
S101343,2022,Male,Hispanic/Latino,No,Yes,BUS,0.8136,0.1864,Low,0
S101344,2020,Male,Asian,No,Yes,CS,0.9114,0.0886,Low,0
S101345,2023,Female,Hispanic/Latino,Yes,No,PSY,0.85,0.15,Low,1
S101346,2023,Male,Asian,No,No,BIO,0.8637,0.1363,Low,0
S101347,2022,Male,Hispanic/Latino,Yes,No,PSY,0.8661,0.1339,Low,1
S101348,2022,Female,Asian,No,No,CS,0.85,0.15,Low,1
S101349,2022,Female,International,Yes,Yes,ENG,0.77,0.23,Moderate,1
S101350,2020,Female,White,No,Yes,CS,0.8206,0.1794,Low,1
S101351,2021,Female,White,No,No,POL,0.7992,0.2008,Moderate,0
S101352,2021,Female,White,Yes,No,PSY,0.7616,0.2384,Moderate,1
S101353,2023,Female,Hispanic/Latino,No,No,PSY,0.7086,0.2914,Moderate,1
S101354,2020,Male,Hispanic/Latino,Yes,No,CS,0.828,0.172,Low,1
S101355,2021,Female,White,No,No,BUS,0.6455,0.3545,Moderate,1
S101356,2021,Male,Black/African American,No,No,EDU,0.85,0.15,Low,1
S101357,2020,Female,Two or More Races,No,No,ENG,0.87,0.13,Low,1
S101358,2020,Male,White,No,Yes,PSY,0.8451,0.1549,Low,1
S101359,2021,Female,White,No,No,PSY,0.7528,0.2472,Moderate,0
S101360,2020,Female,White,No,No,ENG,0.8676,0.1324,Low,1
S101361,2020,Female,White,No,Yes,POL,0.6354,0.3646,Moderate,0
S101362,2021,Male,Black/African American,No,No,PSY,0.87,0.13,Low,1
S101363,2020,Female,Hispanic/Latino,No,No,CS,0.8908,0.1092,Low,1
S101364,2022,Male,White,Yes,No,NUR,0.6632,0.3368,Moderate,0
S101365,2020,Female,White,Yes,Yes,PSY,0.8805,0.1195,Low,1
S101366,2021,Female,White,No,Yes,EDU,0.5806,0.4194,Elevated,0
S101367,2021,Female,White,No,No,EDU,0.9219,0.0781,Low,1
S101368,2023,Male,White,Yes,Yes,SOC,0.9962,0.0038,Low,1
S101369,2022,Female,Hispanic/Latino,No,Yes,CS,0.8323,0.1677,Low,1
S101370,2023,Female,Hispanic/Latino,No,No,POL,0.7082,0.2918,Moderate,0
S101371,2021,Female,Black/African American,No,Yes,ENG,0.7139,0.2861,Moderate,1
S101372,2021,Female,White,No,No,NUR,0.8474,0.1526,Low,1
S101373,2021,Female,Asian,No,No,NUR,0.8186,0.1814,Low,1
S101374,2023,Nonbinary,White,No,Yes,CS,0.8637,0.1363,Low,1
S101375,2023,Female,White,Yes,No,PSY,0.715,0.285,Moderate,0
S101376,2023,Female,Black/African American,Yes,Yes,NUR,0.6676,0.3324,Moderate,0
S101377,2023,Male,Hispanic/Latino,Yes,Yes,BUS,0.8081,0.1919,Low,1
S101378,2022,Female,White,No,No,COM,0.828,0.172,Low,0
S101379,2022,Female,White,No,No,EDU,0.9054,0.0946,Low,1
S101380,2023,Male,Asian,No,No,BIO,0.8436,0.1564,Low,1
S101381,2021,Male,Two or More Races,Yes,No,BIO,0.813,0.187,Low,1
S101382,2021,Male,Hispanic/Latino,No,No,ENG,0.8411,0.1589,Low,1
S101383,2023,Female,White,No,No,NUR,0.7592,0.2408,Moderate,1
S101384,2021,Male,White,No,No,SOC,0.85,0.15,Low,1
S101385,2020,Female,White,No,No,ENG,0.878,0.122,Low,1
S101386,2022,Male,White,No,No,PSY,0.7176,0.2824,Moderate,0
S101387,2021,Male,Hispanic/Latino,No,Yes,ENG,0.9219,0.0781,Low,1
S101388,2023,Male,Asian,No,No,NUR,0.6564,0.3436,Moderate,0
S101389,2023,Female,White,Yes,No,PSY,0.8462,0.1538,Low,1
S101390,2021,Female,Asian,No,Yes,ENG,0.5033,0.4967,Elevated,0
S101391,2022,Male,Asian,No,No,POL,0.6851,0.3149,Moderate,1
S101392,2023,Female,Asian,No,No,SOC,0.7757,0.2243,Moderate,0
S101393,2022,Female,White,No,Yes,COM,0.783,0.217,Moderate,1
S101394,2020,Male,White,Yes,No,PSY,0.8436,0.1564,Low,1
S101395,2022,Male,White,No,No,POL,0.7555,0.2445,Moderate,1
S101396,2022,Female,White,No,No,NUR,0.8304,0.1696,Low,1
S101397,2022,Female,White,No,No,PSY,0.9207,0.0793,Low,1
S101398,2020,Female,White,No,No,CS,0.7302,0.2698,Moderate,0
S101399,2021,Female,White,No,No,ENG,0.8437,0.1563,Low,1
S101400,2023,Female,White,No,No,COM,0.3023,0.6977,High,0
S101401,2020,Male,Black/African American,No,Yes,CS,0.8206,0.1794,Low,1
S101402,2021,Male,Asian,No,Yes,POL,0.9829,0.0171,Low,0
S101403,2021,Female,White,No,No,CS,0.8463,0.1537,Low,1
S101404,2020,Female,Two or More Races,Yes,No,COM,0.7828,0.2172,Moderate,1
S101405,2020,Male,White,No,No,BUS,0.9054,0.0946,Low,1
S101406,2021,Male,White,No,Yes,NUR,0.9071,0.0929,Low,1
S101407,2023,Male,Asian,No,Yes,BIO,0.7057,0.2943,Moderate,1
S101408,2020,Female,White,No,Yes,BUS,0.8605,0.1395,Low,1
S101409,2021,Male,White,No,No,SOC,0.7934,0.2066,Moderate,1
S101410,2020,Female,White,No,Yes,COM,0.8249,0.1751,Low,1
